Files already downloaded and verified
Files already downloaded and verified
[build] SpatialModulatedINR  base_inr_type=siren  is_spatial=True  phi_shape=(8, 8, 16)  phi_numel=1024
[makeset] train subset size: 50000
[makeset] test subset size: 10000
[makeset] checkpoint: model_cifar10/cifar10_spatial_warmvanilla_readout_cap50_lam1.0/modSiren.pth
[makeset] model_args: {'dataset': 'cifar10', 'hidden_dim': 256, 'mod_dim': 1024, 'depth': 6, 'height': 32, 'width': 32, 'out_features': 3, 'inr_type': 'siren', 'fourier_num_freqs': 64, 'fourier_sigma': 10.0, 'fourier_include_input': False, 'freq': 10.0, 'finer_first_bias_scale': 1.0, 'finer_scale_req_grad': False, 'lsa_num_harmonics': 8, 'lsa_init_scale': 0.001, 'lsa_include_linear': True, 'spatial_modulation': True, 'latent_spatial_dim': 8, 'latent_dim': 16, 'spatial_interp': 'nearest', 'use_local_coords': True, 'modulation_type': 'shift'}
[makeset] built model: SpatialModulatedINR
[makeset] modul_features: 1024
[makeset] hidden_features: 256
[makeset] coord_normalization: None
  0%|          | 0/50000 [00:00<?, ?it/s][makeset] first phi shape: (8, 8, 16) is_spatial: True
MSE: 0.001383235096000135:  35%|███▍      | 17358/50000 [14:23<26:05, 20.85it/s]
MSE: 0.001383235096000135:  35%|███▍      | 17361/50000 [14:23<26:00, 20.91it/s]
MSE: 0.0025068072136491537:  35%|███▍      | 17361/50000 [14:23<26:00, 20.91it/s]
MSE: 0.001166409463621676:  35%|███▍      | 17361/50000 [14:23<26:00, 20.91it/s] 
MSE: 0.000990944099612534:  35%|███▍      | 17361/50000 [14:23<26:00, 20.91it/s]
MSE: 0.000990944099612534:  35%|███▍      | 17364/50000 [14:23<25:10, 21.60it/s]
MSE: 0.0007837419398128986:  35%|███▍      | 17364/50000 [14:23<25:10, 21.60it/s]
MSE: 0.0009907401399686933:  35%|███▍      | 17364/50000 [14:23<25:10, 21.60it/s]
MSE: 0.0015190880512818694:  35%|███▍      | 17364/50000 [14:24<25:10, 21.60it/s]
MSE: 0.0015190880512818694:  35%|███▍      | 17367/50000 [14:24<25:59, 20.93it/s]
MSE: 0.0008878788212314248:  35%|███▍      | 17367/50000 [14:24<25:59, 20.93it/s]
MSE: 0.0010074253659695387:  35%|███▍      | 17367/50000 [14:24<25:59, 20.93it/s]
MSE: 0.0010780574521049857:  35%|███▍      | 17367/50000 [14:24<25:59, 20.93it/s]
MSE: 0.0010780574521049857:  35%|███▍      | 17370/50000 [14:24<26:11, 20.76it/s]
MSE: 0.0016001721378415823:  35%|███▍      | 17370/50000 [14:24<26:11, 20.76it/s]
MSE: 0.0028395596891641617:  35%|███▍      | 17370/50000 [14:24<26:11, 20.76it/s]
MSE: 0.0009681163355708122:  35%|███▍      | 17370/50000 [14:24<26:11, 20.76it/s]
MSE: 0.0009681163355708122:  35%|███▍      | 17373/50000 [14:24<26:33, 20.48it/s]
MSE: 0.0012372175697237253:  35%|███▍      | 17373/50000 [14:24<26:33, 20.48it/s]
MSE: 0.0006520998431369662:  35%|███▍      | 17373/50000 [14:24<26:33, 20.48it/s]
MSE: 0.0010573107283562422:  35%|███▍      | 17373/50000 [14:24<26:33, 20.48it/s]
MSE: 0.0010573107283562422:  35%|███▍      | 17376/50000 [14:24<26:44, 20.33it/s]
MSE: 0.0007540135411545634:  35%|███▍      | 17376/50000 [14:24<26:44, 20.33it/s]
MSE: 0.0015640616184100509:  35%|███▍      | 17376/50000 [14:24<26:44, 20.33it/s]
MSE: 0.0008667378569953144:  35%|███▍      | 17376/50000 [14:24<26:44, 20.33it/s]
MSE: 0.0008667378569953144:  35%|███▍      | 17379/50000 [14:24<27:34, 19.72it/s]
MSE: 0.00043311534682288766:  35%|███▍      | 17379/50000 [14:24<27:34, 19.72it/s]
MSE: 0.0009047355852089822:  35%|███▍      | 17379/50000 [14:24<27:34, 19.72it/s] 
MSE: 0.0009047355852089822:  35%|███▍      | 17381/50000 [14:24<28:11, 19.28it/s]
MSE: 0.001527060172520578:  35%|███▍      | 17381/50000 [14:24<28:11, 19.28it/s] 
MSE: 0.0006497370777651668:  35%|███▍      | 17381/50000 [14:24<28:11, 19.28it/s]
MSE: 0.0006497370777651668:  35%|███▍      | 17383/50000 [14:24<28:20, 19.18it/s]
MSE: 0.0014297638554126024:  35%|███▍      | 17383/50000 [14:24<28:20, 19.18it/s]
MSE: 0.0018653528532013297:  35%|███▍      | 17383/50000 [14:24<28:20, 19.18it/s]
MSE: 0.0009892266243696213:  35%|███▍      | 17383/50000 [14:24<28:20, 19.18it/s]
MSE: 0.0009892266243696213:  35%|███▍      | 17386/50000 [14:24<27:48, 19.55it/s]
MSE: 0.0012841976713389158:  35%|███▍      | 17386/50000 [14:25<27:48, 19.55it/s]
MSE: 0.0007086886325851083:  35%|███▍      | 17386/50000 [14:25<27:48, 19.55it/s]
MSE: 0.0014016013592481613:  35%|███▍      | 17386/50000 [14:25<27:48, 19.55it/s]
MSE: 0.0014016013592481613:  35%|███▍      | 17389/50000 [14:25<27:36, 19.69it/s]
MSE: 0.0019809843506664038:  35%|███▍      | 17389/50000 [14:25<27:36, 19.69it/s]
MSE: 0.0011593375820666552:  35%|███▍      | 17389/50000 [14:25<27:36, 19.69it/s]
MSE: 0.0011593375820666552:  35%|███▍      | 17391/50000 [14:25<27:52, 19.49it/s]
MSE: 0.0006922252359800041:  35%|███▍      | 17391/50000 [14:25<27:52, 19.49it/s]
MSE: 0.001024817582219839:  35%|███▍      | 17391/50000 [14:25<27:52, 19.49it/s] 
MSE: 0.0010468455730006099:  35%|███▍      | 17391/50000 [14:25<27:52, 19.49it/s]
MSE: 0.0010468455730006099:  35%|███▍      | 17394/50000 [14:25<27:29, 19.77it/s]
MSE: 0.001494881114922464:  35%|███▍      | 17394/50000 [14:25<27:29, 19.77it/s] 
MSE: 0.002945714397355914:  35%|███▍      | 17394/50000 [14:25<27:29, 19.77it/s]
MSE: 0.002945714397355914:  35%|███▍      | 17396/50000 [14:25<27:44, 19.59it/s]
MSE: 0.0010917524341493845:  35%|███▍      | 17396/50000 [14:25<27:44, 19.59it/s]
MSE: 0.0021279952488839626:  35%|███▍      | 17396/50000 [14:25<27:44, 19.59it/s]
MSE: 0.0021279952488839626:  35%|███▍      | 17398/50000 [14:25<27:42, 19.61it/s]
MSE: 0.001213417504914105:  35%|███▍      | 17398/50000 [14:25<27:42, 19.61it/s] 
MSE: 0.0008491156622767448:  35%|███▍      | 17398/50000 [14:25<27:42, 19.61it/s]
MSE: 0.0012153272982686758:  35%|███▍      | 17398/50000 [14:25<27:42, 19.61it/s]
MSE: 0.0012153272982686758:  35%|███▍      | 17401/50000 [14:25<25:59, 20.90it/s]
MSE: 0.0007520620711147785:  35%|███▍      | 17401/50000 [14:25<25:59, 20.90it/s]
MSE: 0.0007711054640822113:  35%|███▍      | 17401/50000 [14:25<25:59, 20.90it/s]
MSE: 0.0008090927149169147:  35%|███▍      | 17401/50000 [14:25<25:59, 20.90it/s]
MSE: 0.0008090927149169147:  35%|███▍      | 17404/50000 [14:25<24:48, 21.90it/s]
MSE: 0.001876444905065:  35%|███▍      | 17404/50000 [14:25<24:48, 21.90it/s]    
MSE: 0.0056492602452635765:  35%|███▍      | 17404/50000 [14:25<24:48, 21.90it/s]
MSE: 0.004827782046049833:  35%|███▍      | 17404/50000 [14:25<24:48, 21.90it/s] 
MSE: 0.004827782046049833:  35%|███▍      | 17407/50000 [14:25<25:47, 21.06it/s]
MSE: 0.0020138979889452457:  35%|███▍      | 17407/50000 [14:26<25:47, 21.06it/s]
MSE: 0.0012980730971321464:  35%|███▍      | 17407/50000 [14:26<25:47, 21.06it/s]
MSE: 0.002087912056595087:  35%|███▍      | 17407/50000 [14:26<25:47, 21.06it/s] 
MSE: 0.002087912056595087:  35%|███▍      | 17410/50000 [14:26<25:58, 20.91it/s]
MSE: 0.00032238755375146866:  35%|███▍      | 17410/50000 [14:26<25:58, 20.91it/s]
MSE: 0.0016638145316392183:  35%|███▍      | 17410/50000 [14:26<25:58, 20.91it/s] 
MSE: 0.0012404411099851131:  35%|███▍      | 17410/50000 [14:26<25:58, 20.91it/s]
MSE: 0.0012404411099851131:  35%|███▍      | 17413/50000 [14:26<26:19, 20.63it/s]
MSE: 0.0010230524931102991:  35%|███▍      | 17413/50000 [14:26<26:19, 20.63it/s]
MSE: 0.0015909731155261397:  35%|███▍      | 17413/50000 [14:26<26:19, 20.63it/s]
MSE: 0.0023708061780780554:  35%|███▍      | 17413/50000 [14:26<26:19, 20.63it/s]
MSE: 0.0023708061780780554:  35%|███▍      | 17416/50000 [14:26<26:22, 20.60it/s]
MSE: 0.0005384676624089479:  35%|███▍      | 17416/50000 [14:26<26:22, 20.60it/s]
MSE: 0.0009483119356445968:  35%|███▍      | 17416/50000 [14:26<26:22, 20.60it/s]
MSE: 0.0012397903483361006:  35%|███▍      | 17416/50000 [14:26<26:22, 20.60it/s]
MSE: 0.0012397903483361006:  35%|███▍      | 17419/50000 [14:26<26:06, 20.80it/s]
MSE: 0.0009473303216509521:  35%|███▍      | 17419/50000 [14:26<26:06, 20.80it/s]
MSE: 0.0009077601134777069:  35%|███▍      | 17419/50000 [14:26<26:06, 20.80it/s]
MSE: 0.0010044171940535307:  35%|███▍      | 17419/50000 [14:26<26:06, 20.80it/s]
MSE: 0.0010044171940535307:  35%|███▍      | 17422/50000 [14:26<26:09, 20.76it/s]
MSE: 0.001238352619111538:  35%|███▍      | 17422/50000 [14:26<26:09, 20.76it/s] 
MSE: 0.0014382312074303627:  35%|███▍      | 17422/50000 [14:26<26:09, 20.76it/s]
MSE: 0.0014830263098701835:  35%|███▍      | 17422/50000 [14:26<26:09, 20.76it/s]
MSE: 0.0014830263098701835:  35%|███▍      | 17425/50000 [14:26<26:18, 20.64it/s]
MSE: 0.001017642905935645:  35%|███▍      | 17425/50000 [14:26<26:18, 20.64it/s] 
MSE: 0.0021894320379942656:  35%|███▍      | 17425/50000 [14:26<26:18, 20.64it/s]
MSE: 0.0011488497257232666:  35%|███▍      | 17425/50000 [14:27<26:18, 20.64it/s]
MSE: 0.0011488497257232666:  35%|███▍      | 17428/50000 [14:27<26:12, 20.72it/s]
MSE: 0.0025137581396847963:  35%|███▍      | 17428/50000 [14:27<26:12, 20.72it/s]
MSE: 0.001584269804880023:  35%|███▍      | 17428/50000 [14:27<26:12, 20.72it/s] 
MSE: 0.0008094040676951408:  35%|███▍      | 17428/50000 [14:27<26:12, 20.72it/s]
MSE: 0.0008094040676951408:  35%|███▍      | 17431/50000 [14:27<26:15, 20.67it/s]
MSE: 0.0010376565624028444:  35%|███▍      | 17431/50000 [14:27<26:15, 20.67it/s]
MSE: 0.000414522917708382:  35%|███▍      | 17431/50000 [14:27<26:15, 20.67it/s] 
MSE: 0.001858254661783576:  35%|███▍      | 17431/50000 [14:27<26:15, 20.67it/s]
MSE: 0.001858254661783576:  35%|███▍      | 17434/50000 [14:27<26:27, 20.51it/s]
MSE: 0.004350441507995129:  35%|███▍      | 17434/50000 [14:27<26:27, 20.51it/s]
MSE: 0.0019861755426973104:  35%|███▍      | 17434/50000 [14:27<26:27, 20.51it/s]
MSE: 0.0011789784766733646:  35%|███▍      | 17434/50000 [14:27<26:27, 20.51it/s]
MSE: 0.0011789784766733646:  35%|███▍      | 17437/50000 [14:27<26:27, 20.51it/s]
MSE: 0.0008001965470612049:  35%|███▍      | 17437/50000 [14:27<26:27, 20.51it/s]
MSE: 0.0010620043613016605:  35%|███▍      | 17437/50000 [14:27<26:27, 20.51it/s]
MSE: 0.0014296933077275753:  35%|███▍      | 17437/50000 [14:27<26:27, 20.51it/s]
MSE: 0.0014296933077275753:  35%|███▍      | 17440/50000 [14:27<26:33, 20.43it/s]
MSE: 0.00041478779166936874:  35%|███▍      | 17440/50000 [14:27<26:33, 20.43it/s]
MSE: 0.001754971221089363:  35%|███▍      | 17440/50000 [14:27<26:33, 20.43it/s]  
MSE: 0.0010284280870109797:  35%|███▍      | 17440/50000 [14:27<26:33, 20.43it/s]
MSE: 0.0010284280870109797:  35%|███▍      | 17443/50000 [14:27<26:33, 20.43it/s]
MSE: 0.0020828007254749537:  35%|███▍      | 17443/50000 [14:27<26:33, 20.43it/s]
MSE: 0.0003248493012506515:  35%|███▍      | 17443/50000 [14:27<26:33, 20.43it/s]
MSE: 0.0009513256954960525:  35%|███▍      | 17443/50000 [14:27<26:33, 20.43it/s]
MSE: 0.0009513256954960525:  35%|███▍      | 17446/50000 [14:27<26:36, 20.39it/s]
MSE: 0.0010204986901953816:  35%|███▍      | 17446/50000 [14:27<26:36, 20.39it/s]
MSE: 0.0024501755833625793:  35%|███▍      | 17446/50000 [14:27<26:36, 20.39it/s]
MSE: 0.0021552222315222025:  35%|███▍      | 17446/50000 [14:28<26:36, 20.39it/s]
MSE: 0.0021552222315222025:  35%|███▍      | 17449/50000 [14:28<26:06, 20.77it/s]
MSE: 0.0013802079483866692:  35%|███▍      | 17449/50000 [14:28<26:06, 20.77it/s]
MSE: 0.0013648787280544639:  35%|███▍      | 17449/50000 [14:28<26:06, 20.77it/s]
MSE: 0.0011752007994800806:  35%|███▍      | 17449/50000 [14:28<26:06, 20.77it/s]
MSE: 0.0011752007994800806:  35%|███▍      | 17452/50000 [14:28<25:47, 21.03it/s]
MSE: 0.0014027090510353446:  35%|███▍      | 17452/50000 [14:28<25:47, 21.03it/s]
MSE: 0.0013088430278003216:  35%|███▍      | 17452/50000 [14:28<25:47, 21.03it/s]
MSE: 0.0019328731577843428:  35%|███▍      | 17452/50000 [14:28<25:47, 21.03it/s]
MSE: 0.0019328731577843428:  35%|███▍      | 17455/50000 [14:28<25:57, 20.89it/s]
MSE: 0.0009784355061128736:  35%|███▍      | 17455/50000 [14:28<25:57, 20.89it/s]
MSE: 0.0010621021501719952:  35%|███▍      | 17455/50000 [14:28<25:57, 20.89it/s]
MSE: 0.0022564479149878025:  35%|███▍      | 17455/50000 [14:28<25:57, 20.89it/s]
MSE: 0.0022564479149878025:  35%|███▍      | 17458/50000 [14:28<25:46, 21.04it/s]
MSE: 0.0013615274801850319:  35%|███▍      | 17458/50000 [14:28<25:46, 21.04it/s]
MSE: 0.0009992672130465508:  35%|███▍      | 17458/50000 [14:28<25:46, 21.04it/s]
MSE: 0.0022541966754943132:  35%|███▍      | 17458/50000 [14:28<25:46, 21.04it/s]
MSE: 0.0022541966754943132:  35%|███▍      | 17461/50000 [14:28<25:58, 20.88it/s]
MSE: 0.0019051579292863607:  35%|███▍      | 17461/50000 [14:28<25:58, 20.88it/s]
MSE: 0.0015257634222507477:  35%|███▍      | 17461/50000 [14:28<25:58, 20.88it/s]
MSE: 0.0012343594571575522:  35%|███▍      | 17461/50000 [14:28<25:58, 20.88it/s]
MSE: 0.0012343594571575522:  35%|███▍      | 17464/50000 [14:28<26:13, 20.68it/s]
MSE: 0.0009227581322193146:  35%|███▍      | 17464/50000 [14:28<26:13, 20.68it/s]
MSE: 0.0007170676253736019:  35%|███▍      | 17464/50000 [14:28<26:13, 20.68it/s]
MSE: 0.0021452223882079124:  35%|███▍      | 17464/50000 [14:28<26:13, 20.68it/s]
MSE: 0.0021452223882079124:  35%|███▍      | 17467/50000 [14:28<26:38, 20.35it/s]
MSE: 0.001354822306893766:  35%|███▍      | 17467/50000 [14:28<26:38, 20.35it/s] 
MSE: 0.0013366601197049022:  35%|███▍      | 17467/50000 [14:29<26:38, 20.35it/s]
MSE: 0.0008006307762116194:  35%|███▍      | 17467/50000 [14:29<26:38, 20.35it/s]
MSE: 0.0008006307762116194:  35%|███▍      | 17470/50000 [14:29<26:42, 20.30it/s]
MSE: 0.001887791557237506:  35%|███▍      | 17470/50000 [14:29<26:42, 20.30it/s] 
MSE: 0.0012405588058754802:  35%|███▍      | 17470/50000 [14:29<26:42, 20.30it/s]
MSE: 0.0008289009565487504:  35%|███▍      | 17470/50000 [14:29<26:42, 20.30it/s]
MSE: 0.0008289009565487504:  35%|███▍      | 17473/50000 [14:29<26:21, 20.57it/s]
MSE: 0.002272997749969363:  35%|███▍      | 17473/50000 [14:29<26:21, 20.57it/s] 
MSE: 0.000803464325144887:  35%|███▍      | 17473/50000 [14:29<26:21, 20.57it/s]
MSE: 0.0009563725325278938:  35%|███▍      | 17473/50000 [14:29<26:21, 20.57it/s]
MSE: 0.0009563725325278938:  35%|███▍      | 17476/50000 [14:29<26:28, 20.47it/s]
MSE: 0.0019159761723130941:  35%|███▍      | 17476/50000 [14:29<26:28, 20.47it/s]
MSE: 0.0015906677581369877:  35%|███▍      | 17476/50000 [14:29<26:28, 20.47it/s]
MSE: 0.0008597658015787601:  35%|███▍      | 17476/50000 [14:29<26:28, 20.47it/s]
MSE: 0.0008597658015787601:  35%|███▍      | 17479/50000 [14:29<26:38, 20.35it/s]
MSE: 0.0012284177355468273:  35%|███▍      | 17479/50000 [14:29<26:38, 20.35it/s]
MSE: 0.001491014612838626:  35%|███▍      | 17479/50000 [14:29<26:38, 20.35it/s] 
MSE: 0.0026317609008401632:  35%|███▍      | 17479/50000 [14:29<26:38, 20.35it/s]
MSE: 0.0026317609008401632:  35%|███▍      | 17482/50000 [14:29<26:20, 20.58it/s]
MSE: 0.002901667496189475:  35%|███▍      | 17482/50000 [14:29<26:20, 20.58it/s] 
MSE: 0.0016473726136609912:  35%|███▍      | 17482/50000 [14:29<26:20, 20.58it/s]
MSE: 0.0016976282931864262:  35%|███▍      | 17482/50000 [14:29<26:20, 20.58it/s]
MSE: 0.0016976282931864262:  35%|███▍      | 17485/50000 [14:29<26:43, 20.28it/s]
MSE: 0.0018419800326228142:  35%|███▍      | 17485/50000 [14:29<26:43, 20.28it/s]
MSE: 0.001269856933504343:  35%|███▍      | 17485/50000 [14:29<26:43, 20.28it/s] 
MSE: 0.0012252435553818941:  35%|███▍      | 17485/50000 [14:29<26:43, 20.28it/s]
MSE: 0.0012252435553818941:  35%|███▍      | 17488/50000 [14:29<26:21, 20.56it/s]
MSE: 0.002279530744999647:  35%|███▍      | 17488/50000 [14:29<26:21, 20.56it/s] 
MSE: 0.0016830612439662218:  35%|███▍      | 17488/50000 [14:30<26:21, 20.56it/s]
MSE: 0.0007493029115721583:  35%|███▍      | 17488/50000 [14:30<26:21, 20.56it/s]
MSE: 0.0007493029115721583:  35%|███▍      | 17491/50000 [14:30<26:20, 20.57it/s]
MSE: 0.0016298055415973067:  35%|███▍      | 17491/50000 [14:30<26:20, 20.57it/s]
MSE: 0.0016509888228029013:  35%|███▍      | 17491/50000 [14:30<26:20, 20.57it/s]
MSE: 0.0006955318967811763:  35%|███▍      | 17491/50000 [14:30<26:20, 20.57it/s]
MSE: 0.0006955318967811763:  35%|███▍      | 17494/50000 [14:30<26:24, 20.52it/s]
MSE: 0.001716864062473178:  35%|███▍      | 17494/50000 [14:30<26:24, 20.52it/s] 
MSE: 0.0013760406291112304:  35%|███▍      | 17494/50000 [14:30<26:24, 20.52it/s]
MSE: 0.00250179972499609:  35%|███▍      | 17494/50000 [14:30<26:24, 20.52it/s]  
MSE: 0.00250179972499609:  35%|███▍      | 17497/50000 [14:30<26:24, 20.51it/s]
MSE: 0.0018153389682993293:  35%|███▍      | 17497/50000 [14:30<26:24, 20.51it/s]
MSE: 0.0007797765429131687:  35%|███▍      | 17497/50000 [14:30<26:24, 20.51it/s]
MSE: 0.002181202406063676:  35%|███▍      | 17497/50000 [14:30<26:24, 20.51it/s] 
MSE: 0.002181202406063676:  35%|███▌      | 17500/50000 [14:30<26:16, 20.61it/s]
MSE: 0.001079422072507441:  35%|███▌      | 17500/50000 [14:30<26:16, 20.61it/s]
MSE: 0.0008231370593421161:  35%|███▌      | 17500/50000 [14:30<26:16, 20.61it/s]
MSE: 0.0007861640187911689:  35%|███▌      | 17500/50000 [14:30<26:16, 20.61it/s]
MSE: 0.0007861640187911689:  35%|███▌      | 17503/50000 [14:30<26:11, 20.68it/s]
MSE: 0.00099351501557976:  35%|███▌      | 17503/50000 [14:30<26:11, 20.68it/s]  
MSE: 0.0015062636230140924:  35%|███▌      | 17503/50000 [14:30<26:11, 20.68it/s]
MSE: 0.0007428829558193684:  35%|███▌      | 17503/50000 [14:30<26:11, 20.68it/s]
MSE: 0.0007428829558193684:  35%|███▌      | 17506/50000 [14:30<26:25, 20.50it/s]
MSE: 0.004425901919603348:  35%|███▌      | 17506/50000 [14:30<26:25, 20.50it/s] 
MSE: 0.0013669453328475356:  35%|███▌      | 17506/50000 [14:30<26:25, 20.50it/s]
MSE: 0.001330965431407094:  35%|███▌      | 17506/50000 [14:30<26:25, 20.50it/s] 
MSE: 0.001330965431407094:  35%|███▌      | 17509/50000 [14:30<26:11, 20.68it/s]
MSE: 0.0006675146869383752:  35%|███▌      | 17509/50000 [14:31<26:11, 20.68it/s]
MSE: 0.0015973402187228203:  35%|███▌      | 17509/50000 [14:31<26:11, 20.68it/s]
MSE: 0.0010846841614693403:  35%|███▌      | 17509/50000 [14:31<26:11, 20.68it/s]
MSE: 0.0010846841614693403:  35%|███▌      | 17512/50000 [14:31<26:32, 20.40it/s]
MSE: 0.0009506349451839924:  35%|███▌      | 17512/50000 [14:31<26:32, 20.40it/s]
MSE: 0.00110181188210845:  35%|███▌      | 17512/50000 [14:31<26:32, 20.40it/s]  
MSE: 0.0005195887060835958:  35%|███▌      | 17512/50000 [14:31<26:32, 20.40it/s]
MSE: 0.0005195887060835958:  35%|███▌      | 17515/50000 [14:31<26:31, 20.41it/s]
MSE: 0.0008334058220498264:  35%|███▌      | 17515/50000 [14:31<26:31, 20.41it/s]
MSE: 0.0024135017301887274:  35%|███▌      | 17515/50000 [14:31<26:31, 20.41it/s]
MSE: 0.0011386078549548984:  35%|███▌      | 17515/50000 [14:31<26:31, 20.41it/s]
MSE: 0.0011386078549548984:  35%|███▌      | 17518/50000 [14:31<26:27, 20.47it/s]
MSE: 0.0013086645631119609:  35%|███▌      | 17518/50000 [14:31<26:27, 20.47it/s]
MSE: 0.0007242033025249839:  35%|███▌      | 17518/50000 [14:31<26:27, 20.47it/s]
MSE: 0.00405350886285305:  35%|███▌      | 17518/50000 [14:31<26:27, 20.47it/s]  
MSE: 0.00405350886285305:  35%|███▌      | 17521/50000 [14:31<26:34, 20.37it/s]
MSE: 0.0010817007860168815:  35%|███▌      | 17521/50000 [14:31<26:34, 20.37it/s]
MSE: 0.0009385670418851078:  35%|███▌      | 17521/50000 [14:31<26:34, 20.37it/s]
MSE: 0.0008907199371606112:  35%|███▌      | 17521/50000 [14:31<26:34, 20.37it/s]
MSE: 0.0008907199371606112:  35%|███▌      | 17524/50000 [14:31<26:22, 20.52it/s]
MSE: 0.0011295736767351627:  35%|███▌      | 17524/50000 [14:31<26:22, 20.52it/s]
MSE: 0.0009161378256976604:  35%|███▌      | 17524/50000 [14:31<26:22, 20.52it/s]
MSE: 0.0017520784167572856:  35%|███▌      | 17524/50000 [14:31<26:22, 20.52it/s]
MSE: 0.0017520784167572856:  35%|███▌      | 17527/50000 [14:31<26:36, 20.34it/s]
MSE: 0.0015610689297318459:  35%|███▌      | 17527/50000 [14:31<26:36, 20.34it/s]
MSE: 0.002207356970757246:  35%|███▌      | 17527/50000 [14:31<26:36, 20.34it/s] 
MSE: 0.0010786931961774826:  35%|███▌      | 17527/50000 [14:31<26:36, 20.34it/s]
MSE: 0.0010786931961774826:  35%|███▌      | 17530/50000 [14:31<26:30, 20.41it/s]
MSE: 0.0004804876516573131:  35%|███▌      | 17530/50000 [14:32<26:30, 20.41it/s]
MSE: 0.0021165995858609676:  35%|███▌      | 17530/50000 [14:32<26:30, 20.41it/s]
MSE: 0.0008934367215260863:  35%|███▌      | 17530/50000 [14:32<26:30, 20.41it/s]
MSE: 0.0008934367215260863:  35%|███▌      | 17533/50000 [14:32<26:17, 20.58it/s]
MSE: 0.0011055857175961137:  35%|███▌      | 17533/50000 [14:32<26:17, 20.58it/s]
MSE: 0.002888521645218134:  35%|███▌      | 17533/50000 [14:32<26:17, 20.58it/s] 
MSE: 0.0024856936652213335:  35%|███▌      | 17533/50000 [14:32<26:17, 20.58it/s]
MSE: 0.0024856936652213335:  35%|███▌      | 17536/50000 [14:32<26:40, 20.28it/s]
MSE: 0.0016168521251529455:  35%|███▌      | 17536/50000 [14:32<26:40, 20.28it/s]
MSE: 0.0008152995724231005:  35%|███▌      | 17536/50000 [14:32<26:40, 20.28it/s]
MSE: 0.001776157645508647:  35%|███▌      | 17536/50000 [14:32<26:40, 20.28it/s] 
MSE: 0.001776157645508647:  35%|███▌      | 17539/50000 [14:32<26:46, 20.21it/s]
MSE: 0.00452559906989336:  35%|███▌      | 17539/50000 [14:32<26:46, 20.21it/s] 
MSE: 0.0007107948767952621:  35%|███▌      | 17539/50000 [14:32<26:46, 20.21it/s]
MSE: 0.0005240535247139633:  35%|███▌      | 17539/50000 [14:32<26:46, 20.21it/s]
MSE: 0.0005240535247139633:  35%|███▌      | 17542/50000 [14:32<26:43, 20.25it/s]
MSE: 0.0014590489445254207:  35%|███▌      | 17542/50000 [14:32<26:43, 20.25it/s]
MSE: 0.0013814799021929502:  35%|███▌      | 17542/50000 [14:32<26:43, 20.25it/s]
MSE: 0.0015553622506558895:  35%|███▌      | 17542/50000 [14:32<26:43, 20.25it/s]
MSE: 0.0015553622506558895:  35%|███▌      | 17545/50000 [14:32<27:01, 20.01it/s]
MSE: 0.0012590708211064339:  35%|███▌      | 17545/50000 [14:32<27:01, 20.01it/s]
MSE: 0.001000110642053187:  35%|███▌      | 17545/50000 [14:32<27:01, 20.01it/s] 
MSE: 0.0005811125738546252:  35%|███▌      | 17545/50000 [14:32<27:01, 20.01it/s]
MSE: 0.0005811125738546252:  35%|███▌      | 17548/50000 [14:32<27:11, 19.89it/s]
MSE: 0.002198049332946539:  35%|███▌      | 17548/50000 [14:32<27:11, 19.89it/s] 
MSE: 0.0015170418191701174:  35%|███▌      | 17548/50000 [14:32<27:11, 19.89it/s]
MSE: 0.0015669753775000572:  35%|███▌      | 17548/50000 [14:33<27:11, 19.89it/s]
MSE: 0.0015669753775000572:  35%|███▌      | 17551/50000 [14:33<26:52, 20.12it/s]
MSE: 0.0013777092099189758:  35%|███▌      | 17551/50000 [14:33<26:52, 20.12it/s]
MSE: 0.000751932617276907:  35%|███▌      | 17551/50000 [14:33<26:52, 20.12it/s] 
MSE: 0.0008945715380832553:  35%|███▌      | 17551/50000 [14:33<26:52, 20.12it/s]
MSE: 0.0008945715380832553:  35%|███▌      | 17554/50000 [14:33<26:43, 20.24it/s]
MSE: 0.00047458402696065605:  35%|███▌      | 17554/50000 [14:33<26:43, 20.24it/s]
MSE: 0.001776222139596939:  35%|███▌      | 17554/50000 [14:33<26:43, 20.24it/s]  
MSE: 0.0022496553137898445:  35%|███▌      | 17554/50000 [14:33<26:43, 20.24it/s]
MSE: 0.0022496553137898445:  35%|███▌      | 17557/50000 [14:33<26:37, 20.31it/s]
MSE: 0.0009281719103455544:  35%|███▌      | 17557/50000 [14:33<26:37, 20.31it/s]
MSE: 0.0013815754791721702:  35%|███▌      | 17557/50000 [14:33<26:37, 20.31it/s]
MSE: 0.0006328406743705273:  35%|███▌      | 17557/50000 [14:33<26:37, 20.31it/s]
MSE: 0.0006328406743705273:  35%|███▌      | 17560/50000 [14:33<26:48, 20.17it/s]
MSE: 0.0013003385392948985:  35%|███▌      | 17560/50000 [14:33<26:48, 20.17it/s]
MSE: 0.0005754829035140574:  35%|███▌      | 17560/50000 [14:33<26:48, 20.17it/s]
MSE: 0.0012463540770113468:  35%|███▌      | 17560/50000 [14:33<26:48, 20.17it/s]
MSE: 0.0012463540770113468:  35%|███▌      | 17563/50000 [14:33<27:00, 20.02it/s]
MSE: 0.0023734141141176224:  35%|███▌      | 17563/50000 [14:33<27:00, 20.02it/s]
